match_id,timestamp,scraped_at,player_name,player_id,position,player_class,result,score,opponent_score,opponent_club_id,toi_seconds,toi_minutes,rating_offense,rating_defense,rating_teamplay,goals,assists,points,gwg,ppg,shg,plus_minus,shots,shot_attempts,shot_pct,shot_on_net_pct,deflections,passes,pass_attempts,pass_pct,saucer_passes,possession_seconds,possession_minutes,faceoff_wins,faceoff_losses,faceoff_pct,hits,blocked_shots,interceptions,takeaways,giveaways,pk_clear_zone,pim,penalties_drawn,goalie_saves,goalie_shots_against,goalie_goals_against,goalie_save_pct,goalie_gaa,goalie_shutout_periods,war,total_offense,total_defense,efficiency,expected_goals,goals_above_expected,goals_above_replacement
2130834230049,1759986364,2025-10-09T11:46:48.511077,MrBazzzz,444935924,rightWing,1,2,2,7,24265,3294,54.9,50.0,50.0,60.0,0,0,0,0,0,0,-7,1,1,0.0,100.0,0,4,7,57.14,0,86,1.43,0,0,0.0,0,0,0,1,4,0,5,1,0,0,0,0.0,0.0,0,38.0,12.0,0.0,5.0,0.17,-0.17,-0.64
2130834230049,1759986364,2025-10-09T11:46:48.511114,Mcapp_1,935927261,defenseMen,15,2,2,7,24265,3600,60.0,90.0,60.0,65.0,1,1,2,0,0,0,-6,4,5,25.0,80.0,0,24,30,80.0,0,285,4.75,0,0,0.0,0,1,2,7,8,0,0,1,0,0,0,0.0,0.0,0,66.0,100.0,100.0,49.0,0.7,0.3,0.36
2130834230049,1759986364,2025-10-09T11:46:48.511127,Slick__AV,1733233666,defenseMen,14,2,2,7,24265,3600,60.0,60.0,25.0,70.0,0,0,0,0,0,0,-6,0,1,0.0,0.0,0,25,34,73.53,0,227,3.78,0,0,0.0,2,0,1,4,5,0,0,0,0,0,0,0.0,0.0,0,36.0,14.0,45.0,9.0,0.0,0.0,0.0
2130834230049,1759986364,2025-10-09T11:46:48.511139,TwoInchTommy565,1739474388,leftWing,2,2,2,7,24265,3600,60.0,55.0,40.0,65.0,0,0,0,0,0,0,-6,3,3,0.0,100.0,0,4,16,25.0,0,158,2.63,0,0,0.0,3,0,0,1,17,0,0,0,0,0,0,0.0,0.0,0,7.0,24.0,0.0,4.0,0.52,-0.52,-0.64
2130834230049,1759986364,2025-10-09T11:46:48.511151,NYKings06,1005991647805,center,2,2,2,7,24265,3600,60.0,75.0,45.0,85.0,1,0,1,0,1,0,-6,5,5,20.0,100.0,0,16,23,69.57,0,184,3.07,21,12,63.64,0,0,0,2,9,0,0,2,0,0,0,0.0,0.0,0,38.0,100.0,0.0,41.0,0.88,0.13,0.36
2130673920217,1759984344,2025-10-09T11:46:48.511281,MrBazzzz,444935924,rightWing,1,1,6,2,8321,3074,51.23,90.0,75.0,65.0,1,2,3,0,0,0,2,4,7,25.0,57.14,0,13,17,76.47,0,139,2.32,0,0,0.0,0,2,0,4,0,0,10,1,0,0,0,0.0,0.0,0,76.0,100.0,100.0,100.0,0.78,0.22,0.23
2130673920217,1759984344,2025-10-09T11:46:48.511299,Mcapp_1,935927261,defenseMen,15,1,6,2,8321,3600,60.0,95.0,70.0,85.0,0,3,3,0,0,0,4,5,7,0.0,71.43,0,24,28,85.71,0,266,4.43,0,0,0.0,7,0,2,2,6,0,0,0,0,0,0,0.0,0.0,0,88.0,100.0,24.0,75.0,0.98,-0.98,-0.77
2130673920217,1759984344,2025-10-09T11:46:48.511313,Slick__AV,1733233666,defenseMen,14,1,6,2,8321,3600,60.0,100.0,65.0,75.0,1,2,3,0,0,0,4,3,4,33.33,75.0,0,24,27,88.89,0,228,3.8,0,0,0.0,6,0,3,4,5,0,0,0,0,0,0,0.0,0.0,0,89.0,100.0,75.0,86.0,0.59,0.41,0.23
2130673920217,1759984344,2025-10-09T11:46:48.511324,TwoInchTommy565,1739474388,leftWing,2,1,6,2,8321,3600,60.0,100.0,60.0,65.0,3,2,5,1,0,0,4,7,7,42.86,100.0,0,12,21,57.14,0,243,4.05,0,0,0.0,2,0,0,0,9,0,0,1,0,0,0,0.0,0.0,0,86.0,100.0,0.0,100.0,1.37,1.63,2.23
2130673920217,1759984344,2025-10-09T11:46:48.511335,NYKings06,1005991647805,center,2,1,6,2,8321,3600,60.0,95.0,60.0,75.0,1,1,2,0,0,0,4,3,3,33.33,100.0,1,16,19,84.21,0,172,2.87,16,7,69.57,0,0,0,3,9,0,0,1,0,0,0,0.0,0.0,0,57.0,100.0,0.0,77.0,0.59,0.41,0.23
2136046850090,1759982577,2025-10-09T11:46:48.511443,MrBazzzz,444935924,rightWing,1,2,2,3,59159,3600,60.0,60.0,65.0,55.0,0,0,0,0,0,0,-1,2,4,0.0,50.0,0,14,16,87.5,0,196,3.27,0,0,0.0,1,1,0,2,4,0,0,0,0,0,0,0.0,0.0,0,46.0,27.0,26.0,7.0,0.37,-0.37,-0.78
2136046850090,1759982577,2025-10-09T11:46:48.511456,Mcapp_1,935927261,defenseMen,15,2,2,3,59159,3481,58.02,85.0,65.0,75.0,0,2,2,0,0,0,-1,1,4,0.0,25.0,0,26,32,81.25,0,240,4.0,0,0,0.0,6,1,1,3,3,0,2,0,0,0,0,0.0,0.0,0,67.0,100.0,48.0,57.0,0.19,-0.19,-0.78
2136046850090,1759982577,2025-10-09T11:46:48.511468,Slick__AV,1733233666,defenseMen,14,2,2,3,59159,3600,60.0,65.0,40.0,65.0,0,0,0,0,0,0,-1,1,4,0.0,25.0,0,18,22,81.82,0,205,3.42,0,0,0.0,1,6,0,0,4,0,0,0,0,0,0,0.0,0.0,0,79.0,27.0,96.0,7.0,0.19,-0.19,-0.78
