match_id,timestamp,scraped_at,player_name,player_id,position,player_class,result,score,opponent_score,opponent_club_id,toi_seconds,toi_minutes,rating_offense,rating_defense,rating_teamplay,goals,assists,points,gwg,ppg,shg,plus_minus,shots,shot_attempts,shot_pct,shot_on_net_pct,deflections,passes,pass_attempts,pass_pct,saucer_passes,possession_seconds,possession_minutes,faceoff_wins,faceoff_losses,faceoff_pct,hits,blocked_shots,interceptions,takeaways,giveaways,pk_clear_zone,pim,penalties_drawn,goalie_saves,goalie_shots_against,goalie_goals_against,goalie_save_pct,goalie_gaa,goalie_shutout_periods,war,total_offense,total_defense,efficiency,expected_goals,goals_above_expected,goals_above_replacement
2136046850090,1759982577,2025-10-09T00:03:56.821289,MrBazzzz,444935924,rightWing,1,2,2,3,59159,3600,60.0,60.0,65.0,55.0,0,0,0,0,0,0,-1,2,4,0.0,50.0,0,14,16,87.5,0,196,3.27,0,0,0.0,1,1,0,2,4,0,0,0,0,0,0,0.0,0.0,0,45.0,27.0,26.0,7.0,0.36,-0.36,-0.75
2136046850090,1759982577,2025-10-09T00:03:56.821334,Mcapp_1,935927261,defenseMen,15,2,2,3,59159,3481,58.02,85.0,65.0,75.0,0,2,2,0,0,0,-1,1,4,0.0,25.0,0,26,32,81.25,0,240,4.0,0,0,0.0,6,1,1,3,3,0,2,0,0,0,0,0.0,0.0,0,67.0,100.0,48.0,57.0,0.18,-0.18,-0.75
2136046850090,1759982577,2025-10-09T00:03:56.821353,Slick__AV,1733233666,defenseMen,14,2,2,3,59159,3600,60.0,65.0,40.0,65.0,0,0,0,0,0,0,-1,1,4,0.0,25.0,0,18,22,81.82,0,205,3.42,0,0,0.0,1,6,0,0,4,0,0,0,0,0,0,0.0,0.0,0,78.0,26.0,96.0,7.0,0.18,-0.18,-0.75
2136046850090,1759982577,2025-10-09T00:03:56.821368,TwoInchTommy565,1739474388,leftWing,2,2,2,3,59159,3600,60.0,75.0,55.0,60.0,1,0,1,0,0,0,-1,8,8,12.5,100.0,1,10,16,62.5,0,201,3.35,0,0,0.0,2,1,1,1,14,0,0,0,0,0,0,0.0,0.0,0,37.0,100.0,0.0,37.0,1.44,-0.44,0.25
2136046850090,1759982577,2025-10-09T00:03:56.821384,NYKings06,1005991647805,center,2,2,2,3,59159,3600,60.0,80.0,65.0,85.0,1,1,2,0,0,0,-1,3,3,33.33,100.0,0,19,31,61.29,0,281,4.68,14,8,63.64,2,1,0,1,5,0,0,0,0,0,0,0.0,0.0,0,55.0,100.0,5.0,48.0,0.54,0.46,0.25
2132166710082,1759980974,2025-10-09T00:03:56.821566,MrBazzzz,444935924,rightWing,1,10,0,5,3893,1457,24.28,50.0,45.0,55.0,0,0,0,0,0,0,-4,0,1,0.0,0.0,0,1,3,33.33,0,66,1.1,0,0,0.0,0,0,1,0,3,0,0,0,0,0,0,0.0,0.0,0,31.0,14.0,0.0,1.0,0.0,0.0,0.0
2132166710082,1759980974,2025-10-09T00:03:56.821592,Mcapp_1,935927261,defenseMen,4,10,0,5,3893,1398,23.3,50.0,55.0,35.0,0,0,0,0,0,0,-4,0,0,0.0,0.0,0,4,5,80.0,0,63,1.05,0,0,0.0,1,0,0,1,3,0,2,0,0,0,0,0.0,0.0,0,27.0,5.0,0.0,5.0,0.0,0.0,0.0
2132166710082,1759980974,2025-10-09T00:03:56.821609,Slick__AV,1733233666,defenseMen,14,2,0,5,3893,1457,24.28,55.0,45.0,60.0,0,0,0,0,0,0,-4,0,0,0.0,0.0,0,7,8,87.5,0,72,1.2,0,0,0.0,3,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0,42.0,8.0,8.0,8.0,0.0,0.0,0.0
2132166710082,1759980974,2025-10-09T00:03:56.821624,TwoInchTommy565,1739474388,leftWing,2,10,0,5,3893,1457,24.28,50.0,50.0,55.0,0,0,0,0,0,0,-4,0,0,0.0,0.0,0,1,3,33.33,0,41,0.68,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,36.0,2.0,38.0,2.0,0.0,0.0,0.0
2132166710082,1759980974,2025-10-09T00:03:56.821638,NYKings06,1005991647805,center,2,10,0,5,3893,1457,24.28,55.0,45.0,60.0,0,0,0,0,0,0,-4,2,3,0.0,66.67,0,3,6,50.0,0,62,1.03,6,7,46.15,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,37.0,50.0,38.0,7.0,0.3,-0.3,-0.53
