match_id,timestamp,scraped_at,player_name,player_id,position,player_class,result,score,opponent_score,opponent_club_id,toi_seconds,toi_minutes,rating_offense,rating_defense,rating_teamplay,goals,assists,points,gwg,ppg,shg,plus_minus,shots,shot_attempts,shot_pct,shot_on_net_pct,deflections,passes,pass_attempts,pass_pct,saucer_passes,possession_seconds,possession_minutes,faceoff_wins,faceoff_losses,faceoff_pct,hits,blocked_shots,interceptions,takeaways,giveaways,pk_clear_zone,pim,penalties_drawn,goalie_saves,goalie_shots_against,goalie_goals_against,goalie_save_pct,goalie_gaa,goalie_shutout_periods
2124574950033,1759977365,2025-10-09T00:03:56.821990,MrBazzzz,444935924,rightWing,1,5,3,2,25776,5115,85.25,70.0,75.0,50.0,0,1,1,0,0,0,1,0,2,0.0,0.0,0,21,26,80.77,0,237,3.95,0,0,0.0,0,2,0,0,6,0,2,0,0,0,0,0.0,0.0,0
2124574950033,1759977365,2025-10-09T00:03:56.822008,Mcapp_1,935927261,defenseMen,4,5,3,2,25776,5115,85.25,85.0,100.0,95.0,0,1,1,0,0,0,1,1,8,0.0,12.5,0,31,39,79.49,0,384,6.4,0,0,0.0,10,9,3,5,7,0,0,0,0,0,0,0.0,0.0,0
2124574950033,1759977365,2025-10-09T00:03:56.822022,TwoInchTommy565,1739474388,leftWing,2,5,3,2,25776,5115,85.25,90.0,70.0,75.0,1,1,2,0,0,0,1,6,11,16.67,54.55,0,9,15,60.0,0,246,4.1,0,0,0.0,3,2,1,2,8,0,0,0,0,0,0,0.0,0.0,0
2124574950033,1759977365,2025-10-09T00:03:56.822034,NYKings06,1005991647805,center,2,5,3,2,25776,5115,85.25,100.0,80.0,80.0,2,1,3,1,0,0,1,9,10,22.22,90.0,2,14,24,58.33,0,301,5.02,13,8,61.9,2,3,0,1,18,0,0,1,0,0,0,0.0,0.0,0
2130834230049,1759986364,2025-10-09T11:46:48.511077,MrBazzzz,444935924,rightWing,1,2,2,7,24265,3294,54.9,50.0,50.0,60.0,0,0,0,0,0,0,-7,1,1,0.0,100.0,0,4,7,57.14,0,86,1.43,0,0,0.0,0,0,0,1,4,0,5,1,0,0,0,0.0,0.0,0
2130834230049,1759986364,2025-10-09T11:46:48.511114,Mcapp_1,935927261,defenseMen,15,2,2,7,24265,3600,60.0,90.0,60.0,65.0,1,1,2,0,0,0,-6,4,5,25.0,80.0,0,24,30,80.0,0,285,4.75,0,0,0.0,0,1,2,7,8,0,0,1,0,0,0,0.0,0.0,0
2130834230049,1759986364,2025-10-09T11:46:48.511127,Slick__AV,1733233666,defenseMen,14,2,2,7,24265,3600,60.0,60.0,25.0,70.0,0,0,0,0,0,0,-6,0,1,0.0,0.0,0,25,34,73.53,0,227,3.78,0,0,0.0,2,0,1,4,5,0,0,0,0,0,0,0.0,0.0,0
2130834230049,1759986364,2025-10-09T11:46:48.511139,TwoInchTommy565,1739474388,leftWing,2,2,2,7,24265,3600,60.0,55.0,40.0,65.0,0,0,0,0,0,0,-6,3,3,0.0,100.0,0,4,16,25.0,0,158,2.63,0,0,0.0,3,0,0,1,17,0,0,0,0,0,0,0.0,0.0,0
2130834230049,1759986364,2025-10-09T11:46:48.511151,NYKings06,1005991647805,center,2,2,2,7,24265,3600,60.0,75.0,45.0,85.0,1,0,1,0,1,0,-6,5,5,20.0,100.0,0,16,23,69.57,0,184,3.07,21,12,63.64,0,0,0,2,9,0,0,2,0,0,0,0.0,0.0,0
2130673920217,1759984344,2025-10-09T11:46:48.511281,MrBazzzz,444935924,rightWing,1,1,6,2,8321,3074,51.23,90.0,75.0,65.0,1,2,3,0,0,0,2,4,7,25.0,57.14,0,13,17,76.47,0,139,2.32,0,0,0.0,0,2,0,4,0,0,10,1,0,0,0,0.0,0.0,0
